blueWardsPlaced,blueWardsDestroyed,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWardsPlaced,redWardsDestroyed,redKills,redDeaths,redAssists,redDragons,redHeralds,redTowersDestroyed,redTotalMinionsKilled,redTotalJungleMinionsKilled,Wins,WardsPlaced,WardsDestroyed,Kills,Deaths,Assists,Dragons,Heralds,TowersDestroyed,blueTotalMinionsKilled,blueTotalJungleMinionsKilled
17,7,9,5,15,0,0,0,210,63,19,3,5,9,5,0,0,0,220,36,win,0,1,1,0,1,1,1,1,0,1
16,4,5,5,10,0,0,0,239,56,20,1,5,5,4,0,1,0,192,56,win,0,1,1,1,1,1,0,1,1,1
19,5,10,12,11,0,0,0,199,48,24,7,12,10,14,1,1,1,206,40,lose,0,0,0,1,0,0,0,0,0,1
18,2,9,8,9,1,0,0,213,48,18,4,8,9,14,0,1,0,167,56,lose,1,0,1,0,0,1,0,1,1,0
10,4,7,9,6,0,0,0,205,44,18,4,9,7,7,1,0,1,238,42,lose,0,1,0,1,0,0,1,0,0,1
14,4,4,8,3,1,0,0,218,52,16,3,8,4,7,0,0,0,240,47,win,0,1,0,1,0,1,1,1,0,1
18,1,11,7,21,1,0,0,237,45,18,4,7,11,7,0,0,0,227,48,lose,1,0,1,0,1,1,1,1,1,0
17,2,7,5,10,0,0,0,229,58,55,2,5,7,4,1,0,0,206,63,lose,0,1,1,0,1,0,1,1,1,0
14,0,8,8,4,1,1,0,190,48,16,0,8,8,7,0,0,0,209,57,win,0,1,1,1,0,1,1,1,0,0
14,3,10,4,9,0,0,0,250,56,14,1,4,10,4,1,0,0,193,48,win,1,1,1,0,1,0,1,1,1,1
18,3,3,7,4,0,0,0,202,44,19,1,7,3,13,1,0,0,238,40,lose,0,1,0,1,0,0,1,1,0,1
14,3,5,10,6,0,0,0,237,51,16,1,10,5,17,1,0,0,195,57,win,0,1,0,1,0,0,1,1,1,0
17,1,7,7,7,1,0,0,231,44,13,0,7,7,5,0,0,0,223,72,lose,1,1,1,1,1,1,1,1,1,0
16,3,2,7,4,0,1,0,187,38,13,3,7,2,9,1,0,0,215,38,win,1,1,0,1,0,0,1,1,0,1
15,4,2,5,2,0,0,0,249,51,16,5,5,2,6,1,0,0,230,84,lose,0,0,0,1,0,0,1,1,1,0
14,5,7,8,10,0,1,0,234,40,17,2,8,7,8,1,0,0,251,64,lose,0,1,0,1,1,0,1,1,0,0
15,1,7,7,8,1,0,0,226,52,51,2,7,7,7,0,0,0,233,53,lose,0,0,1,1,1,1,1,1,0,0
16,5,7,4,9,0,0,0,223,43,20,0,4,7,6,1,0,0,218,52,lose,0,1,1,0,1,0,1,1,1,0
15,4,10,5,7,0,0,0,201,62,19,1,5,10,6,0,0,0,224,37,win,0,1,1,0,1,1,1,1,0,1
14,1,11,3,14,1,0,1,226,42,14,2,3,11,3,0,0,0,186,66,win,1,0,1,0,1,1,1,1,1,0
8,3,5,11,6,0,0,0,173,40,21,0,11,5,8,0,0,0,211,60,lose,0,1,0,1,0,1,1,1,0,0
12,3,3,8,1,0,0,0,204,52,18,3,8,3,8,1,0,0,221,61,lose,0,1,0,1,0,0,1,1,0,0
16,1,9,5,12,0,0,0,183,48,13,5,5,9,9,1,1,0,198,59,win,1,0,1,0,1,0,0,1,0,0
16,2,5,2,3,0,0,0,232,76,16,2,2,5,3,0,0,0,239,60,win,1,1,1,0,1,1,1,1,0,1
19,7,3,4,3,0,1,0,205,53,98,6,4,3,3,1,0,0,250,48,lose,0,1,0,1,1,0,1,1,0,1
22,3,8,6,6,0,0,0,223,39,11,4,6,8,4,1,0,0,214,64,win,1,0,1,0,1,0,1,1,1,0
18,4,8,6,9,1,1,0,224,66,17,3,6,8,5,0,0,0,229,36,lose,1,1,1,0,1,1,1,1,0,1
21,6,6,3,11,1,0,0,228,52,17,3,3,6,3,0,1,0,204,60,lose,1,1,1,0,1,1,0,1,1,0
39,4,7,5,9,1,0,0,261,47,18,2,5,7,7,0,0,0,209,52,lose,1,1,1,0,1,1,1,1,1,0
12,2,7,5,7,0,0,0,251,48,12,0,5,7,8,0,0,0,230,60,lose,1,1,1,0,0,1,1,1,1,0
13,9,7,3,7,0,1,0,228,44,44,2,3,7,4,1,0,0,229,51,win,0,1,1,0,1,0,1,1,0,0
15,2,5,6,4,0,0,0,213,43,98,3,6,5,2,1,0,0,230,52,lose,0,0,0,1,1,0,1,1,0,0
23,6,7,6,5,1,0,0,226,53,29,6,6,7,7,0,1,0,203,50,win,0,1,1,0,0,1,0,1,1,1
17,6,12,11,12,0,0,0,209,72,14,3,11,12,11,0,0,0,233,32,win,1,1,1,0,1,1,1,1,0,1
18,3,7,5,8,0,0,0,191,51,15,0,5,7,5,0,0,0,228,46,win,1,1,1,0,1,1,1,1,0,1
38,2,3,5,2,0,0,0,186,49,18,2,5,3,3,1,0,0,228,56,lose,1,1,0,1,0,0,1,1,0,0
20,4,8,4,8,1,0,0,229,50,20,3,4,8,3,0,0,0,204,39,win,1,1,1,0,1,1,1,1,1,1
76,2,10,9,13,0,0,0,225,48,47,2,9,10,9,0,0,0,199,52,lose,1,1,1,0,1,1,1,1,1,0
20,1,4,6,2,0,1,0,220,44,19,2,6,4,4,1,0,0,232,43,lose,1,0,0,1,0,0,1,1,0,1
17,4,9,5,13,0,0,0,219,44,41,1,5,9,13,1,1,0,162,47,win,0,1,1,0,1,0,0,1,1,0
16,4,4,3,5,0,0,0,238,41,15,3,3,4,2,1,0,0,238,60,win,1,1,1,0,1,0,1,1,1,0
13,0,3,3,3,1,0,0,236,55,11,2,3,3,3,0,0,0,258,59,win,1,0,1,1,1,1,1,1,0,0
12,9,2,5,3,1,1,0,210,56,39,1,5,2,4,0,0,0,269,64,win,0,1,0,1,0,1,1,1,0,0
16,2,14,3,14,0,0,4,220,41,7,2,3,14,2,0,0,0,117,32,win,1,1,1,0,1,1,1,1,1,1
12,1,8,8,6,0,0,0,198,52,15,4,8,8,7,1,0,0,208,51,lose,0,0,1,1,0,0,1,1,0,1
12,2,7,2,8,0,0,0,259,66,15,1,2,7,2,0,0,0,215,50,lose,0,1,1,0,1,1,1,1,1,1
20,4,15,6,12,0,0,0,195,52,38,4,6,15,4,0,0,0,192,52,lose,0,1,1,0,1,1,1,1,1,1
20,4,12,6,9,1,0,0,218,48,17,4,6,12,3,0,0,0,215,42,win,1,1,1,0,1,1,1,1,1,1
13,3,9,3,13,1,0,0,220,48,15,0,3,9,0,0,0,0,235,52,win,0,1,1,0,1,1,1,1,0,0
34,2,4,5,5,1,0,0,200,45,13,2,5,4,3,0,0,0,259,56,lose,1,1,0,1,1,1,1,1,0,0
118,2,3,12,2,1,0,0,207,38,48,1,12,3,14,0,1,0,206,55,lose,1,1,0,1,0,1,0,1,1,0
38,5,8,3,9,1,0,0,228,69,17,3,3,8,2,0,0,0,222,44,win,1,1,1,0,1,1,1,1,1,1
14,3,9,5,11,1,0,0,213,44,21,2,5,9,4,0,0,0,193,51,win,0,1,1,0,1,1,1,1,1,0
18,5,10,4,14,1,0,0,210,48,43,3,4,10,2,0,0,0,176,30,win,0,1,1,0,1,1,1,1,1,1
19,4,2,7,3,0,0,0,250,55,16,6,7,2,10,1,0,0,248,64,lose,1,0,0,1,0,0,1,1,1,0
16,4,11,6,15,1,1,0,209,40,58,1,6,11,9,0,0,0,225,48,lose,0,1,1,0,1,1,1,1,0,0
35,3,7,9,9,0,0,0,233,42,16,3,9,7,9,0,0,0,224,41,lose,1,1,0,1,1,1,1,1,1,1
15,2,11,9,9,0,1,1,227,48,16,0,9,11,15,1,0,0,215,60,win,0,1,1,0,0,0,1,1,1,0
15,4,8,8,6,1,0,0,217,45,17,6,8,8,13,0,0,0,192,38,win,0,0,1,1,0,1,1,1,1,1
22,0,6,5,6,1,0,0,237,44,14,5,5,6,2,0,1,0,235,43,win,1,0,1,0,1,1,0,1,1,1
16,4,6,7,6,0,0,0,204,64,18,3,7,6,4,1,0,0,218,64,win,0,1,0,1,1,0,1,1,0,1
18,2,5,12,4,0,0,0,207,40,20,3,12,5,17,0,0,0,202,48,win,0,0,0,1,0,1,1,1,1,0
16,2,12,13,14,0,0,0,178,43,15,3,13,12,16,1,0,0,220,65,lose,1,0,0,1,0,0,1,1,0,0
14,2,13,7,12,1,0,0,238,52,12,4,7,13,7,0,0,0,183,56,win,1,0,1,0,1,1,1,1,1,0
17,3,1,5,1,0,0,0,231,59,47,3,5,1,7,0,1,0,236,46,lose,0,1,0,1,0,1,0,1,0,1
17,2,8,10,9,0,0,0,199,48,15,5,10,8,16,1,0,0,201,52,lose,1,0,0,1,0,0,1,1,0,0
41,1,7,4,7,1,0,0,223,47,12,1,4,7,4,0,0,0,199,56,win,1,1,1,0,1,1,1,1,1,0
17,3,7,10,7,0,0,0,217,44,17,5,10,7,15,1,0,0,243,60,lose,1,0,0,1,0,0,1,1,0,0
18,8,9,7,12,1,0,0,215,58,84,6,7,9,10,0,0,0,222,40,win,0,1,1,0,1,1,1,1,0,1
110,3,2,3,5,0,0,0,236,67,19,3,3,2,4,0,0,0,236,48,win,1,1,0,1,1,1,1,1,1,1
34,3,7,2,4,0,0,0,246,64,9,3,2,7,2,0,0,0,218,48,lose,1,1,1,0,1,1,1,1,1,1
14,1,5,2,7,1,0,0,238,48,12,0,2,5,4,0,0,0,197,60,win,1,1,1,0,1,1,1,1,1,0
17,4,5,7,5,0,0,0,210,44,16,3,7,5,7,1,1,0,193,48,lose,1,1,0,1,0,0,0,1,1,0
24,2,3,3,4,0,0,0,237,48,13,2,3,3,3,0,0,0,251,52,win,1,1,1,1,1,1,1,1,0,0
19,4,8,6,8,1,0,0,205,48,41,4,6,8,5,0,1,0,233,47,win,0,1,1,0,1,1,0,1,0,1
16,2,7,5,6,1,0,0,207,36,15,4,5,7,5,0,0,0,228,56,win,1,0,1,0,1,1,1,1,0,0
18,4,1,1,1,1,0,0,241,58,18,3,1,1,0,0,1,0,215,42,win,1,1,1,1,1,1,0,1,1,1
18,2,5,8,5,0,0,0,218,40,16,2,8,5,11,0,0,0,243,40,win,1,1,0,1,0,1,1,1,0,1
15,2,3,7,3,1,0,0,235,45,14,2,7,3,7,0,1,0,206,49,win,1,1,0,1,0,1,0,1,1,0
14,0,6,9,9,0,0,0,205,68,85,1,9,6,9,1,0,0,250,56,lose,0,0,0,1,1,0,1,1,0,1
19,2,7,8,10,1,0,0,172,25,17,2,8,7,7,0,0,0,201,47,lose,1,1,0,1,1,1,1,1,0,0
15,1,8,10,15,1,0,0,193,59,16,5,10,8,11,0,0,0,213,52,win,0,0,0,1,1,1,1,1,0,1
16,3,10,4,12,1,0,0,234,44,13,2,4,10,4,0,0,0,231,76,win,1,1,1,0,1,1,1,1,1,0
16,1,8,5,9,1,0,0,224,43,24,4,5,8,4,0,1,0,212,44,win,0,0,1,0,1,1,0,1,1,0
34,2,7,3,4,0,1,0,253,69,17,4,3,7,4,1,0,0,221,57,win,1,0,1,0,1,0,1,1,1,1
14,2,8,9,5,0,1,0,182,36,15,3,9,8,8,1,0,0,185,58,lose,0,0,0,1,0,0,1,1,0,0
15,1,10,5,8,1,0,0,211,60,10,1,5,10,4,0,0,0,175,48,win,1,1,1,0,1,1,1,1,1,1
21,5,7,7,4,0,0,0,253,36,14,6,7,7,6,1,1,0,159,49,lose,1,0,1,1,0,0,0,1,1,0
15,2,7,0,4,1,1,0,256,67,18,1,0,7,0,0,0,0,202,40,win,0,1,1,0,1,1,1,1,1,1
13,4,7,6,14,1,0,0,182,45,18,1,6,7,8,0,0,0,219,44,win,0,1,1,0,1,1,1,1,0,1
14,2,3,4,1,0,1,0,213,62,12,0,4,3,3,1,0,0,218,59,lose,1,1,0,1,0,0,1,1,0,1
12,6,12,7,9,0,0,0,219,40,123,2,7,12,8,1,0,0,197,50,win,0,1,1,0,1,0,1,1,1,0
15,4,7,5,10,0,0,0,235,40,13,2,5,7,2,1,1,0,168,60,win,1,1,1,0,1,0,0,1,1,0
19,2,6,5,2,0,0,0,201,46,11,4,5,6,5,1,0,0,158,53,win,1,0,1,0,0,0,1,1,1,0
15,1,4,8,5,1,0,0,220,60,17,1,8,4,3,0,0,0,230,52,lose,0,1,0,1,1,1,1,1,0,1
14,0,7,13,8,0,0,0,192,50,69,4,13,7,8,1,0,0,202,52,lose,0,0,0,1,1,0,1,1,0,0
73,0,10,3,8,0,0,0,216,41,23,1,3,10,3,1,0,0,173,56,win,1,0,1,0,1,0,1,1,1,0
16,6,1,2,1,1,0,0,200,47,16,2,2,1,2,0,0,0,241,40,lose,1,1,0,1,0,1,1,1,0,1
14,1,0,6,0,0,0,0,221,52,13,2,6,0,7,1,0,0,242,48,lose,1,0,0,1,0,0,1,1,0,1
16,2,5,11,7,1,0,0,171,42,12,1,11,5,12,0,0,0,218,40,lose,1,1,0,1,0,1,1,1,0,1
15,4,4,4,5,0,0,0,224,63,14,3,4,4,5,1,0,0,228,56,lose,1,1,1,1,1,0,1,1,0,1
19,4,8,5,9,0,0,0,212,76,19,2,5,8,2,1,0,0,215,40,lose,1,1,1,0,1,0,1,1,0,1
17,1,9,3,9,1,0,1,245,56,13,2,3,9,2,0,1,0,190,56,win,1,0,1,0,1,1,0,1,1,1
14,3,4,8,6,0,0,0,228,65,28,1,8,4,11,0,0,0,223,49,lose,0,1,0,1,0,1,1,1,1,1
19,2,10,3,13,1,0,0,226,44,13,4,3,10,5,0,0,0,209,44,win,1,0,1,0,1,1,1,1,1,1
22,3,12,3,11,1,0,0,218,47,39,6,3,12,4,0,0,0,254,28,lose,0,0,1,0,1,1,1,1,0,1
15,3,8,2,4,1,0,0,205,51,14,2,2,8,2,0,0,0,194,50,win,1,1,1,0,1,1,1,1,1,1
12,2,7,1,8,1,0,0,232,51,14,0,1,7,1,0,1,0,208,49,win,0,1,1,0,1,1,0,1,1,1
15,2,9,6,7,1,0,0,210,80,14,0,6,9,6,0,0,0,209,68,win,1,1,1,0,1,1,1,1,1,1
19,2,17,10,21,0,0,1,205,23,14,3,10,17,11,1,0,0,175,58,win,1,0,1,0,1,0,1,1,1,0
40,1,1,7,2,0,0,0,207,55,11,5,7,1,8,1,0,0,258,66,lose,1,0,0,1,0,0,1,1,0,0
13,27,9,7,7,0,0,0,239,41,45,4,7,9,6,1,0,0,221,42,lose,0,1,1,0,1,0,1,1,1,0
16,0,5,3,6,0,0,0,211,52,17,3,3,5,4,1,0,0,235,46,lose,0,0,1,0,1,0,1,1,0,1
15,2,6,4,12,1,1,0,223,48,15,1,4,6,6,0,0,0,233,72,win,1,1,1,0,1,1,1,1,0,0
25,2,8,4,12,1,1,0,222,68,16,2,4,8,4,0,0,0,234,41,win,1,1,1,0,1,1,1,1,0,1
20,5,10,1,15,1,0,0,260,43,22,3,1,10,2,0,0,0,226,48,win,0,1,1,0,1,1,1,1,1,0
13,1,8,5,15,1,1,0,214,82,15,1,5,8,3,0,0,0,213,50,win,0,1,1,0,1,1,1,1,1,1
19,6,7,5,5,1,0,0,234,59,14,10,5,7,6,0,0,0,227,52,win,1,0,1,0,0,1,1,1,1,1
15,1,2,10,2,0,0,0,195,48,13,0,10,2,12,0,1,1,233,49,lose,1,1,0,1,0,1,0,0,0,0
27,2,5,4,6,0,0,0,218,44,15,3,4,5,4,0,0,0,248,44,lose,1,0,1,0,1,1,1,1,0,1
13,3,11,6,10,0,0,0,238,36,15,1,6,11,7,0,0,0,194,52,win,0,1,1,0,1,1,1,1,1,0
17,0,9,8,12,0,1,0,202,49,33,0,8,9,6,1,0,0,181,60,win,0,1,1,0,1,0,1,1,1,0
63,2,8,4,11,1,0,0,217,53,33,0,4,8,4,0,0,0,178,55,win,1,1,1,0,1,1,1,1,1,0
15,4,16,6,16,0,0,0,232,48,18,0,6,16,5,0,0,0,185,40,win,0,1,1,0,1,1,1,1,1,1
16,0,3,4,2,0,0,0,235,42,15,5,4,3,2,1,0,0,233,58,lose,1,0,0,1,1,0,1,1,1,0
45,2,5,8,6,0,0,0,215,63,44,7,8,5,10,1,0,0,187,60,win,1,0,0,1,0,0,1,1,1,1
14,0,6,9,6,0,0,0,208,43,139,2,9,6,7,0,1,1,230,49,lose,0,0,0,1,0,1,0,0,0,0
17,5,7,4,8,1,0,0,257,39,13,2,4,7,5,0,0,0,204,44,win,1,1,1,0,1,1,1,1,1,0
16,4,16,7,16,1,0,1,192,44,213,5,7,16,6,0,1,0,194,48,win,0,0,1,0,1,1,0,1,0,0
13,3,5,6,3,0,0,0,206,59,20,5,6,5,7,1,0,0,208,40,lose,0,0,0,1,0,0,1,1,0,1
21,4,11,9,10,1,0,0,191,36,15,1,9,11,7,0,0,0,181,30,lose,1,1,1,0,1,1,1,1,1,1
14,2,6,13,5,0,0,0,191,36,17,2,13,6,13,1,0,0,218,32,lose,0,1,0,1,0,0,1,1,0,1
11,1,0,10,0,0,0,0,177,56,36,2,10,0,9,1,0,0,244,48,lose,0,0,0,1,0,0,1,1,0,1
21,4,11,9,13,1,0,0,231,48,16,2,9,11,8,0,0,0,219,40,win,1,1,1,0,1,1,1,1,1,1
16,3,4,9,5,0,0,0,249,50,10,3,9,4,10,1,1,0,193,61,lose,1,1,0,1,0,0,0,1,1,0
19,3,2,5,2,0,0,0,252,52,38,5,5,2,4,1,0,0,267,72,win,0,0,0,1,0,0,1,1,0,0
15,1,11,4,10,0,0,1,217,45,14,1,4,11,5,0,0,0,132,39,win,1,1,1,0,1,1,1,1,1,1
14,0,5,10,4,0,0,0,201,50,170,3,10,5,14,1,0,0,197,42,lose,0,0,0,1,0,0,1,1,1,1
11,5,4,12,3,0,0,0,227,55,19,2,12,4,13,0,0,0,198,52,win,0,1,0,1,0,1,1,1,1,1
20,5,5,5,6,1,1,0,247,56,42,3,5,5,4,0,0,0,239,47,win,0,1,1,1,1,1,1,1,1,1
25,2,5,10,1,0,0,0,189,56,20,4,10,5,13,1,0,0,201,56,win,1,0,0,1,0,0,1,1,0,1
16,3,1,3,2,0,0,0,186,50,15,6,3,1,3,1,0,0,255,64,lose,1,0,0,1,0,0,1,1,0,0
21,3,8,9,9,1,1,0,217,44,19,9,9,8,10,0,0,1,217,37,lose,1,0,0,1,0,1,1,0,1,1
23,1,5,11,6,0,0,0,195,42,17,7,11,5,14,0,0,0,212,47,lose,1,0,0,1,0,1,1,1,0,0
17,1,3,5,1,1,0,0,220,48,18,4,5,3,7,0,0,0,229,52,lose,0,0,0,1,0,1,1,1,0,0
13,0,8,9,10,0,1,0,190,55,21,0,9,8,13,0,0,0,234,34,win,0,1,0,1,0,1,1,1,0,1
15,1,5,4,4,0,0,0,196,41,18,5,4,5,3,0,0,0,210,46,lose,0,0,1,0,1,1,1,1,0,0
16,1,2,7,2,0,0,0,242,43,36,6,7,2,8,1,0,0,220,68,lose,0,0,0,1,0,0,1,1,1,0
15,1,8,7,8,1,1,0,232,58,16,2,7,8,6,0,0,0,245,43,lose,0,0,1,0,1,1,1,1,0,1
19,4,9,9,11,1,0,0,238,46,14,6,9,9,18,0,0,0,204,44,win,1,0,1,1,0,1,1,1,1,1
36,1,8,4,6,0,0,0,214,52,14,0,4,8,5,1,0,0,205,44,lose,1,1,1,0,1,0,1,1,1,1
12,0,2,6,1,0,0,0,188,52,17,2,6,2,7,1,1,0,227,68,lose,0,0,0,1,0,0,0,1,0,0
73,3,10,7,10,0,0,0,183,42,14,0,7,10,9,1,0,0,219,38,lose,1,1,1,0,1,0,1,1,0,1
20,5,14,8,15,0,0,1,212,26,13,4,8,14,12,1,0,0,156,49,win,1,1,1,0,1,0,1,1,1,0
16,2,8,4,5,0,0,0,209,51,19,2,4,8,5,1,0,0,232,48,lose,0,1,1,0,1,0,1,1,0,1
18,3,3,12,6,0,0,0,168,25,20,7,12,3,21,0,0,0,206,42,lose,0,0,0,1,0,1,1,1,0,0
40,3,4,8,6,1,1,0,203,49,18,5,8,4,4,0,0,0,204,45,lose,1,0,0,1,1,1,1,1,0,1
16,6,5,4,4,1,0,0,191,65,18,2,4,5,2,0,0,0,234,55,win,0,1,1,0,1,1,1,1,0,1
56,2,6,2,9,1,0,0,239,42,17,2,2,6,2,0,0,0,225,69,win,1,1,1,0,1,1,1,1,1,0
15,2,9,6,10,1,0,0,243,69,14,2,6,9,7,0,0,0,240,47,win,1,1,1,0,1,1,1,1,1,1
17,2,7,7,8,0,0,0,227,51,18,5,7,7,10,1,0,0,218,71,win,0,0,1,1,0,0,1,1,1,0
13,4,2,6,2,1,0,0,204,81,16,2,6,2,2,0,0,0,254,43,lose,0,1,0,1,1,1,1,1,0,1
19,1,5,2,6,0,0,0,235,61,20,2,2,5,0,0,0,0,219,67,win,0,0,1,0,1,1,1,1,1,0
9,2,6,8,7,0,0,0,208,49,14,1,8,6,7,0,0,0,233,60,win,0,1,0,1,1,1,1,1,0,0
41,5,8,4,9,0,0,0,239,44,12,4,4,8,2,0,0,0,233,62,lose,1,1,1,0,1,1,1,1,1,0
17,2,9,4,9,0,1,0,230,44,13,2,4,9,6,1,0,0,181,79,win,1,1,1,0,1,0,1,1,1,0
20,5,9,4,2,1,1,0,198,68,22,9,4,9,3,0,0,0,245,56,lose,0,0,1,0,0,1,1,1,0,1
14,4,7,10,8,0,0,0,163,40,17,4,10,7,10,0,1,2,222,44,win,0,1,0,1,0,1,0,0,0,0
13,2,5,10,7,0,0,0,213,53,16,3,10,5,13,1,1,1,241,52,lose,0,0,0,1,0,0,0,0,0,1
16,3,4,4,3,0,0,0,253,48,12,1,4,4,4,0,0,0,232,46,lose,1,1,1,1,0,1,1,1,1,1
18,3,3,7,3,0,0,0,204,43,16,2,7,3,8,1,1,0,240,65,lose,1,1,0,1,0,0,0,1,0,0
15,3,10,4,13,0,0,0,206,55,17,5,4,10,2,1,0,0,221,50,win,0,0,1,0,1,0,1,1,0,1
18,6,8,9,11,0,1,0,194,48,18,6,9,8,12,1,0,0,244,55,lose,1,1,0,1,0,0,1,1,0,0
11,2,1,2,1,1,1,1,253,68,35,0,2,1,4,0,0,0,241,61,win,0,1,0,1,0,1,1,1,1,1
8,2,7,2,6,1,0,0,206,56,14,1,2,7,2,0,0,0,228,67,win,0,1,1,0,1,1,1,1,0,0
14,2,7,9,6,0,0,0,230,52,11,2,9,7,10,1,0,0,232,74,lose,1,1,0,1,0,0,1,1,0,0
90,8,2,10,2,0,1,0,223,40,45,5,10,2,13,1,0,0,226,64,lose,1,1,0,1,0,0,1,1,0,0
37,3,8,4,14,1,0,0,233,63,16,2,4,8,2,0,0,0,215,56,win,1,1,1,0,1,1,1,1,1,1
18,2,5,6,4,0,0,0,157,64,15,5,6,5,6,1,0,0,217,56,lose,1,0,0,1,0,0,1,1,0,1
17,3,4,7,3,1,0,0,250,62,17,5,7,4,9,0,0,0,193,59,win,1,0,0,1,0,1,1,1,1,1
21,2,12,8,10,0,0,0,232,38,15,3,8,12,8,0,0,0,203,36,lose,1,0,1,0,1,1,1,1,1,1
13,2,3,7,2,0,0,0,211,45,16,3,7,3,9,1,1,1,246,64,win,0,0,0,1,0,0,0,0,0,0
36,2,4,6,3,0,0,0,220,52,19,1,6,4,5,0,0,0,211,43,lose,1,1,0,1,0,1,1,1,1,1
13,3,5,10,4,0,0,0,228,45,13,2,10,5,12,0,1,0,216,65,lose,1,1,0,1,0,1,0,1,1,0
17,3,8,6,8,1,0,0,199,46,14,2,6,8,2,0,0,0,209,41,win,1,1,1,0,1,1,1,1,0,1
20,5,10,4,11,0,1,0,222,68,15,3,4,10,3,0,0,0,195,39,win,1,1,1,0,1,1,1,1,1,1
17,5,5,12,6,0,0,0,186,36,20,5,12,5,11,1,0,0,216,44,lose,0,1,0,1,0,0,1,1,0,0
15,2,1,8,1,0,0,0,184,43,18,3,8,1,10,0,0,0,218,48,lose,0,0,0,1,0,1,1,1,0,0
19,3,5,2,10,1,1,0,218,61,22,4,2,5,3,0,0,0,217,45,win,0,0,1,0,1,1,1,1,1,1
17,3,3,4,4,0,0,0,237,53,65,1,4,3,4,1,1,0,237,52,lose,0,1,0,1,1,0,0,1,1,1
17,3,6,3,5,0,0,0,241,45,16,3,3,6,3,1,0,0,223,57,win,1,1,1,0,1,0,1,1,1,0
11,3,12,3,16,1,0,0,209,43,17,1,3,12,4,0,0,0,204,44,win,0,1,1,0,1,1,1,1,1,0
14,2,9,7,8,0,1,1,203,45,14,2,7,9,7,0,0,0,221,38,lose,1,1,1,0,1,1,1,1,0,1
14,2,1,2,1,1,0,0,254,64,14,0,2,1,0,0,1,0,263,46,lose,1,1,0,1,1,1,0,1,0,1
17,0,8,7,9,0,0,0,252,66,13,1,7,8,9,1,0,0,203,56,win,1,0,1,0,1,0,1,1,1,1
35,1,8,7,9,1,0,0,236,52,16,3,7,8,7,0,0,0,198,64,win,1,0,1,0,1,1,1,1,1,0
14,0,9,2,11,1,0,0,272,51,10,3,2,9,2,0,0,0,197,52,lose,1,0,1,0,1,1,1,1,1,0
13,2,3,5,5,1,0,0,249,55,10,1,5,3,2,0,0,0,203,60,win,1,1,0,1,1,1,1,1,1,0
19,5,7,5,10,1,0,0,220,52,15,3,5,7,5,0,0,0,209,57,win,1,1,1,0,1,1,1,1,1,0
13,2,3,1,4,0,1,0,233,61,14,4,1,3,3,1,0,0,241,40,lose,0,0,1,0,1,0,1,1,0,1
43,4,7,3,8,0,1,0,223,44,14,6,3,7,3,0,0,0,244,48,win,1,0,1,0,1,1,1,1,0,0
15,2,7,5,5,1,0,0,232,57,17,1,5,7,7,0,0,0,208,49,win,0,1,1,0,0,1,1,1,1,1
19,4,5,10,6,0,1,0,182,52,41,8,10,5,11,1,0,0,197,51,lose,0,0,0,1,0,0,1,1,0,1
13,1,4,6,2,0,0,0,216,32,17,1,6,4,5,1,0,0,223,75,win,0,1,0,1,0,0,1,1,0,0
19,2,4,6,6,0,0,0,227,42,17,2,6,4,5,1,0,0,239,47,lose,1,1,0,1,1,0,1,1,0,0
20,1,6,2,1,0,0,0,257,66,69,5,2,6,2,1,0,0,210,58,win,0,0,1,0,0,0,1,1,1,1
17,4,3,4,5,1,0,0,265,56,20,3,4,3,6,0,0,0,223,54,lose,0,1,0,1,0,1,1,1,1,1
30,0,4,7,2,0,1,1,228,76,15,1,7,4,7,1,0,0,204,56,lose,1,0,0,1,0,0,1,1,1,1
44,3,4,7,5,1,0,0,234,57,37,19,7,4,8,0,0,0,237,41,lose,1,0,0,1,0,1,1,1,0,1
20,4,9,8,11,1,1,0,207,48,42,4,8,9,12,0,0,0,191,47,win,0,1,1,0,0,1,1,1,1,1
15,2,5,7,5,0,0,0,251,42,29,4,7,5,12,1,0,0,194,60,lose,0,0,0,1,0,0,1,1,1,0
12,3,2,5,0,0,0,0,192,31,15,2,5,2,6,1,0,0,224,76,lose,0,1,0,1,0,0,1,1,0,0
15,1,8,9,7,0,0,0,208,41,14,2,9,8,5,1,0,0,200,59,win,1,0,0,1,1,0,1,1,1,0
10,0,5,12,4,1,0,0,219,59,15,3,12,5,8,0,1,1,231,47,win,0,0,0,1,0,1,0,0,0,1
14,1,11,11,12,0,0,0,219,36,17,1,11,11,12,0,0,0,174,55,win,0,1,1,1,1,1,1,1,1,0
15,1,1,13,1,0,0,0,185,32,17,4,13,1,16,1,1,0,228,44,lose,0,0,0,1,0,0,0,1,0,0
16,3,9,3,9,0,0,0,204,59,40,2,3,9,4,1,0,0,212,51,win,0,1,1,0,1,0,1,1,0,1
16,6,7,8,7,0,1,0,236,43,20,5,8,7,8,1,0,0,211,52,win,0,1,0,1,0,0,1,1,1,0
13,1,3,5,3,0,0,0,206,62,16,2,5,3,3,1,0,0,237,52,lose,0,0,0,1,1,0,1,1,0,1
