WardsPlaced,WardsDestroyed,Dragons,Heralds,TowersDestroyed,TotalMinionsKilled,TotalJungleMinionsKilled,Win
11,2,1,0,0,199,56,lose
33,4,0,0,0,234,60,win
17,1,1,0,0,194,47,win
19,1,0,1,0,223,41,win
14,3,1,0,0,229,54,win
14,1,1,0,0,202,48,lose
15,0,1,1,0,185,50,lose
89,3,1,0,0,220,51,win
16,3,0,0,0,195,48,lose
15,2,0,0,0,230,36,win
22,4,0,0,0,218,52,lose
17,3,0,0,0,241,49,lose
14,2,1,0,0,203,56,win
15,0,1,0,0,199,56,lose
16,3,1,0,0,185,44,win
22,8,1,0,0,246,50,win
13,1,0,0,0,245,40,lose
45,2,0,0,0,203,48,win
13,3,0,0,0,230,51,lose
29,10,0,0,0,243,68,win
18,1,0,0,0,170,36,lose
10,4,0,0,0,215,44,lose
15,0,1,0,0,232,71,win
14,5,0,0,0,264,56,win
16,3,0,0,0,228,42,lose
16,1,0,1,0,234,68,lose
20,4,0,0,0,238,55,lose
20,4,1,1,1,214,56,win
38,2,0,0,0,234,47,win
39,0,0,0,0,193,50,lose
16,1,0,1,1,215,42,win
14,2,1,0,0,210,50,lose
39,3,0,0,0,246,57,win
17,3,0,0,0,192,36,win
13,2,0,1,0,254,52,lose
16,3,0,0,0,200,47,lose
17,2,0,0,0,214,39,lose
16,3,0,0,0,227,43,win
15,6,0,0,0,211,47,lose
27,7,1,0,0,221,46,win
88,1,0,0,0,169,65,lose
15,14,1,0,0,241,55,lose
15,2,0,0,0,195,40,win
15,2,0,0,0,206,51,lose
14,2,1,0,0,223,55,win
15,3,0,0,0,229,81,lose
13,1,0,0,0,217,40,win
16,0,0,1,1,242,44,win
12,4,1,0,0,244,49,win
19,3,0,1,0,196,42,win
13,2,0,0,0,216,57,lose
12,0,0,1,1,225,40,lose
13,6,1,0,2,225,36,win
18,2,1,0,0,242,65,win
20,3,0,0,0,199,45,win
17,1,0,0,0,238,76,win
20,4,1,1,0,195,44,lose
22,1,0,1,0,215,53,lose
51,2,0,0,0,170,60,lose
16,1,1,0,0,219,48,win
19,1,0,0,0,236,64,win
16,1,0,0,0,233,62,win
16,0,1,0,0,210,56,lose
16,5,1,0,0,209,28,lose
16,3,0,0,0,191,25,win
13,2,1,0,0,226,48,win
17,3,0,0,0,229,55,win
16,1,1,0,0,187,48,lose
13,4,0,0,0,223,56,win
15,2,0,0,0,236,56,win
14,4,0,0,0,266,56,win
17,3,0,0,0,219,49,lose
13,2,0,0,0,175,36,lose
15,5,1,0,0,252,53,win
18,3,1,0,0,238,44,win
10,3,0,1,0,202,60,lose
38,1,0,0,0,198,38,win
16,4,0,0,0,200,64,win
15,0,0,0,0,192,36,lose
13,0,0,0,0,196,60,lose
18,1,0,0,0,238,44,lose
13,3,0,0,0,178,46,lose
13,4,0,0,0,212,47,lose
17,3,0,0,0,214,54,lose
20,2,0,1,0,207,41,lose
15,3,0,1,0,242,61,win
18,3,0,0,0,204,44,lose
11,3,1,1,0,230,57,lose
16,2,0,1,1,218,40,win
20,1,0,0,0,205,60,lose
20,3,1,0,0,168,29,lose
41,2,0,0,0,220,45,lose
14,6,0,0,0,203,52,win
14,4,0,0,0,225,65,lose
12,4,1,0,0,206,52,win
20,3,1,0,0,209,26,win
12,4,0,0,0,207,48,win
16,4,0,0,0,218,44,win
13,1,0,0,0,239,44,win
17,0,0,1,0,227,56,lose
16,5,0,0,0,221,55,lose
16,0,0,0,0,209,41,lose
14,2,0,0,0,199,54,win
32,1,1,1,0,221,68,win
19,4,0,0,0,211,40,win
26,0,1,0,0,196,56,lose
36,4,0,1,0,218,62,lose
15,1,1,1,1,231,56,win
13,2,0,0,0,203,63,win
18,1,1,0,0,206,35,lose
12,1,0,0,0,215,52,lose
15,4,0,0,0,207,40,lose
20,1,1,0,0,203,56,lose
20,2,0,0,0,229,43,lose
11,1,0,0,0,178,60,win
14,4,0,0,0,256,58,lose
25,3,0,0,0,250,49,lose
18,2,0,0,0,190,45,lose
16,6,1,0,0,223,56,lose
11,2,0,0,0,204,48,lose
16,2,0,0,0,197,50,lose
15,2,1,1,0,220,50,win
15,3,0,0,0,225,68,win
19,1,0,0,0,209,29,win
17,2,1,0,1,225,52,lose
12,3,0,0,0,205,36,lose
16,1,0,0,0,214,50,win
13,1,0,0,0,238,60,lose
59,4,1,0,0,204,40,lose
18,1,0,0,1,210,52,win
38,3,0,0,0,197,59,lose
36,3,0,0,0,239,60,win
22,2,0,0,0,211,48,win
23,4,0,0,0,264,48,win
14,2,1,0,0,196,47,lose
40,7,1,1,1,221,48,lose
21,1,0,0,0,243,61,lose
15,1,1,0,0,238,71,win
36,3,0,0,0,210,60,win
19,1,1,1,0,214,41,win
15,0,0,1,0,231,36,win
38,2,0,0,0,205,54,lose
15,1,1,0,0,238,60,win
15,2,1,0,1,233,57,win
16,3,1,1,1,229,60,win
39,2,1,0,0,231,70,win
16,4,0,0,0,217,56,lose
17,2,1,0,0,229,55,win
42,5,1,0,0,205,42,win
18,5,1,0,0,190,72,lose
18,3,0,0,0,224,50,lose
81,0,1,0,0,244,52,win
11,4,0,0,0,187,36,lose
15,3,0,0,0,216,56,lose
16,4,1,0,0,199,36,lose
41,1,0,0,0,208,45,win
15,3,0,0,0,218,62,lose
17,2,0,0,0,214,52,win
16,4,0,0,0,226,48,lose
16,0,0,0,0,215,42,lose
16,3,1,1,0,232,44,lose
17,0,0,0,0,204,63,lose
18,2,0,1,1,215,33,lose
14,4,0,0,0,188,59,lose
15,1,0,0,0,240,44,lose
18,1,0,0,0,171,44,lose
15,2,0,1,0,228,49,win
19,0,1,0,0,237,56,win
42,5,1,0,0,209,64,win
35,1,1,0,0,211,64,win
14,4,0,0,0,252,46,win
50,4,0,0,0,200,23,lose
33,3,0,0,0,276,61,win
58,1,0,0,0,220,34,win
19,2,1,0,0,237,55,win
16,21,0,0,0,190,43,win
14,13,1,1,0,237,64,win
12,1,1,1,0,213,58,win
17,3,1,0,0,206,48,lose
14,3,0,0,0,226,59,lose
14,2,0,0,0,190,47,win
20,3,0,0,0,230,60,lose
18,1,0,0,0,187,59,lose
10,3,0,0,0,247,48,win
15,2,0,0,0,197,47,lose
15,3,1,1,0,225,58,win
16,4,1,0,0,235,68,win
42,3,1,0,0,236,48,win
16,6,0,1,0,211,51,win
48,0,0,0,0,214,48,win
16,1,0,0,0,199,40,win
35,2,0,0,0,214,52,win
13,1,0,0,0,185,68,lose
31,2,0,0,0,221,65,win
15,1,0,0,0,206,48,lose
65,2,1,1,0,236,48,win
15,1,0,0,0,190,46,win
13,1,0,0,0,197,39,win
103,2,0,0,0,219,36,lose
16,0,0,0,0,182,52,lose
20,5,0,1,0,239,48,lose
12,3,1,0,0,184,55,win
16,3,0,0,0,178,36,lose
17,6,0,0,0,179,46,win
13,1,0,0,0,193,46,win
15,5,1,0,0,237,43,win
18,4,0,0,0,193,55,lose
16,6,1,0,0,225,40,lose
12,2,1,0,0,235,48,win
23,3,0,0,0,210,51,win
17,3,0,0,0,205,65,lose
17,1,0,0,0,189,46,win
13,0,0,1,0,180,42,lose
38,5,0,0,0,232,34,win
15,3,1,1,1,250,57,win
14,2,0,0,0,231,60,lose
21,4,1,0,0,225,39,win
41,1,0,0,0,197,48,win
142,4,1,0,0,220,48,lose
13,4,0,0,0,229,48,win
24,3,1,0,0,186,60,lose
42,3,0,0,0,250,56,win
20,1,0,0,0,171,50,lose
16,3,0,0,0,214,35,lose
42,2,1,0,0,187,72,lose
14,2,0,0,0,197,45,win
16,0,0,0,0,195,52,lose
17,3,0,0,0,245,49,lose
35,3,1,0,0,229,51,win
29,10,0,1,2,257,40,win
14,2,0,0,0,215,54,win
17,1,0,0,0,237,64,lose
14,1,0,0,0,222,56,win
14,0,0,0,0,222,52,lose
15,2,1,1,0,226,40,win
16,1,0,0,0,219,38,lose
37,4,0,0,0,250,56,win
17,1,1,0,0,197,65,win
38,3,0,0,0,217,36,lose
15,3,0,0,0,266,51,win
39,3,0,0,0,217,81,win
14,4,0,0,0,236,46,lose
15,1,1,0,0,190,44,win
38,2,1,0,0,209,52,win
17,1,0,0,0,218,44,lose
13,0,0,0,0,202,39,lose
13,7,0,0,0,195,39,lose
15,1,0,0,0,172,57,lose
13,2,0,0,0,202,48,lose
16,3,1,1,1,226,43,win
17,3,1,0,0,227,56,lose
12,2,0,0,0,229,50,win
11,1,1,0,0,215,41,win
11,3,1,0,0,199,38,win
17,3,0,0,0,181,34,win
16,4,0,1,0,233,55,win
42,5,0,0,0,201,45,win
13,2,0,0,0,214,40,lose
22,7,1,0,0,202,61,win
24,6,0,0,0,240,52,win
90,7,1,0,0,233,59,win
15,4,0,0,0,215,43,win
15,1,1,0,0,200,62,win
39,3,1,1,0,188,68,win
18,4,1,0,1,253,53,win
21,2,1,1,0,212,42,win
14,1,1,1,1,246,48,win
20,5,1,0,0,194,55,win
15,7,1,0,1,221,52,win
18,3,1,1,0,208,68,win
13,2,0,1,0,183,40,win
12,1,0,0,0,216,56,lose
36,7,1,1,0,232,47,win
19,4,1,0,0,186,71,lose
17,6,1,0,0,222,52,win
23,4,0,1,0,212,52,win
14,4,0,0,0,208,40,win
35,1,0,0,0,228,44,lose
18,2,0,0,0,230,48,lose
20,6,0,1,0,216,44,lose
18,4,0,0,0,224,36,lose
34,18,1,0,0,239,68,win
14,0,0,0,0,229,43,lose
14,5,0,1,0,218,39,win
17,3,1,0,1,194,48,lose
18,1,0,0,0,195,56,lose
20,1,1,0,0,203,68,lose
19,3,0,1,0,204,44,lose
19,2,0,0,0,220,45,win
14,2,1,0,0,216,52,win
53,1,0,0,0,200,49,lose
18,1,0,1,0,215,57,win
14,0,1,0,0,221,55,win
13,2,1,0,0,202,55,lose
15,5,0,1,0,241,51,win
16,1,1,0,0,228,43,win
17,7,1,0,0,188,44,win
16,2,0,0,1,200,64,win
14,6,0,0,0,204,56,win
17,4,1,0,0,228,59,lose
16,1,1,0,0,211,60,win
18,2,0,0,0,219,43,lose
17,1,0,1,0,233,50,win
66,6,1,0,0,189,40,win
16,2,0,0,0,204,28,lose
17,1,1,0,0,232,49,win
15,2,0,0,0,202,44,lose
14,3,0,0,0,198,41,lose
16,0,1,0,0,224,56,lose
16,3,0,0,0,204,34,lose
16,6,0,0,0,268,60,lose
14,0,0,0,0,181,36,lose
56,3,1,0,0,215,44,win
12,0,1,0,0,203,43,win
22,5,1,0,0,210,56,win
13,3,1,0,0,227,62,win
14,0,0,0,0,188,44,lose
17,3,1,0,0,204,55,win
14,2,1,0,0,200,35,lose
37,2,1,0,0,206,71,win
19,2,0,1,0,195,52,win
16,3,0,0,0,201,40,lose
16,2,1,1,0,192,32,win
18,3,0,0,0,225,44,win
16,0,0,0,0,181,43,lose
16,4,0,0,0,178,50,win
30,3,0,0,0,238,47,win
16,1,0,0,0,222,50,lose
16,5,0,0,0,233,48,lose
24,2,0,0,0,209,44,lose
18,4,1,0,0,206,45,lose
16,2,0,0,0,188,39,lose
15,4,1,0,0,191,43,lose
14,4,1,0,0,253,52,win
16,5,0,1,0,227,56,lose
18,3,1,0,0,215,64,win
42,6,0,1,0,257,56,win
16,2,1,1,0,226,64,win
13,3,1,0,0,206,53,lose
55,5,0,0,0,194,51,win
55,2,1,0,0,206,56,lose
14,1,0,0,0,207,44,lose
13,3,0,0,0,210,64,lose
31,1,0,1,1,263,52,lose
17,5,0,0,0,266,45,lose
29,5,0,1,0,206,44,lose
14,6,0,0,0,227,44,win
18,2,1,0,0,240,40,win
13,3,0,0,0,235,62,win
19,1,1,0,0,200,55,lose
20,5,0,0,0,213,59,win
18,0,0,0,0,204,48,lose
20,6,0,0,0,211,60,win
20,3,1,1,0,195,48,win
16,1,0,0,0,228,56,win
14,4,0,1,0,192,44,lose
17,2,0,0,0,201,44,lose
32,0,0,0,0,241,60,win
18,1,1,0,0,247,50,win
18,1,0,0,0,212,43,lose
13,2,1,1,1,252,73,win
17,2,0,1,0,251,64,win
13,1,1,0,0,204,49,win
18,0,0,0,0,269,64,win
22,3,0,0,0,211,49,win
12,1,0,0,0,203,65,win
13,0,0,0,0,123,18,lose
17,2,1,0,0,221,40,lose
19,3,1,0,0,210,45,lose
15,0,0,0,0,184,32,lose
30,2,1,0,0,215,42,win
11,2,0,0,0,276,56,win
83,3,0,0,0,212,47,lose
40,1,0,0,0,176,43,lose
29,0,0,0,0,223,49,lose
22,4,1,0,0,256,56,win
16,5,0,1,0,217,52,lose
17,1,0,1,1,223,36,win
17,3,1,1,0,229,55,win
12,3,1,0,0,210,83,lose
16,2,0,0,0,223,40,lose
24,2,1,0,0,239,47,lose
15,3,1,1,0,237,59,lose
15,2,1,0,0,213,52,win
23,1,1,0,0,201,72,lose
24,3,0,0,0,222,53,lose
81,5,0,0,0,215,31,win
18,3,0,0,0,225,46,win
17,1,0,0,0,212,59,win
88,2,0,1,0,224,48,lose
12,2,0,0,0,236,44,win
51,3,0,1,0,257,40,lose
14,2,0,1,0,223,40,win
12,3,1,0,0,187,36,lose
13,1,0,0,0,221,51,lose
15,1,0,0,0,228,44,lose
13,1,0,0,0,248,52,win
20,2,1,0,0,192,53,lose
16,6,1,0,0,174,66,win
44,7,1,0,0,226,59,win
19,1,0,0,0,219,57,win
38,3,1,0,0,201,54,win
16,2,1,0,0,212,46,lose
14,2,1,0,0,229,49,lose
14,2,0,0,0,247,64,win
53,6,0,0,0,244,52,win
14,7,1,0,0,239,64,lose
13,3,0,1,1,243,65,lose
32,2,1,0,0,197,44,win
105,3,0,0,0,202,63,lose
20,3,1,0,0,206,56,win
16,2,1,0,0,185,70,lose
18,3,0,0,0,183,52,win
16,3,1,0,0,205,52,win
11,2,0,0,0,203,48,lose
15,2,1,1,0,246,56,win
14,2,0,1,0,253,59,lose
18,5,0,0,0,200,36,lose
14,1,0,0,0,199,37,lose
13,2,1,0,0,224,60,win
16,4,0,0,0,228,55,win
18,4,0,0,0,222,44,win
54,4,0,0,0,233,53,win
17,8,0,0,0,206,52,win
16,6,0,0,1,218,36,lose
17,0,0,0,0,177,48,lose
12,1,1,0,0,238,68,win
15,2,0,0,0,219,64,lose
13,3,0,1,1,205,59,lose
17,1,1,0,0,228,73,lose
13,1,0,0,0,218,48,lose
15,0,0,0,0,233,56,lose
40,0,1,0,0,202,59,lose
14,2,0,0,0,217,51,lose
18,2,1,0,0,229,40,lose
14,1,0,0,0,230,40,lose
16,4,0,1,0,219,63,lose
41,1,1,0,0,252,64,win
14,1,0,0,0,205,64,lose
66,2,0,0,0,188,56,lose
13,2,1,0,0,228,61,win
14,3,1,0,0,210,50,win
17,2,1,0,0,231,44,win
19,2,0,0,0,224,40,lose
12,2,0,0,0,203,43,lose
14,0,0,0,0,196,48,lose
20,4,1,0,0,196,62,win
15,2,0,0,0,189,32,lose
19,4,0,0,0,243,43,lose
17,3,0,0,0,235,67,win
20,3,1,0,0,176,45,lose
15,6,1,1,1,226,52,win
19,5,0,0,0,187,45,lose
43,3,1,0,0,213,56,lose
17,4,0,0,0,194,37,lose
17,2,0,0,0,243,52,win
19,3,0,0,0,219,30,lose
16,0,0,0,0,170,47,lose
11,2,1,0,0,235,52,win
38,4,1,0,0,238,55,win
18,2,0,0,0,170,44,lose
12,4,0,1,2,196,36,win
15,2,0,0,0,218,40,win
23,4,0,0,0,217,52,win
41,2,0,0,0,218,39,lose
18,4,0,0,0,237,52,win
16,4,0,0,0,214,38,lose
21,2,1,0,0,232,36,win
16,3,1,0,0,223,64,win
20,5,1,0,0,232,47,lose
13,3,0,0,0,199,60,lose
15,1,1,0,0,217,56,lose
25,4,0,1,0,231,52,lose
20,3,0,0,0,227,52,lose
19,3,0,0,0,199,68,win
30,2,0,1,0,230,64,win
18,1,1,0,1,251,60,win
15,3,1,0,0,209,47,win
14,3,0,0,0,242,35,win
47,1,0,0,0,196,32,win
19,5,0,0,0,233,55,lose
17,5,0,0,0,199,48,lose
14,2,0,0,0,219,48,lose
19,8,1,0,0,211,44,lose
28,1,0,1,0,203,52,lose
16,5,0,0,0,231,39,win
20,4,1,0,0,164,37,lose
14,7,0,1,0,250,51,win
19,3,0,0,0,207,45,lose
18,1,0,0,0,217,52,lose
11,2,0,1,0,239,56,win
58,3,1,0,0,185,57,win
20,5,0,0,0,225,44,win
17,3,0,0,0,213,40,lose
18,4,1,0,0,216,49,win
15,2,0,0,0,220,60,win
38,3,1,1,1,222,51,win
17,2,0,0,0,177,37,lose
18,2,0,1,0,160,56,lose
14,3,0,0,0,262,56,lose
16,3,0,0,0,247,47,win
11,2,0,0,0,225,48,win
15,2,1,0,0,205,38,lose
38,3,0,0,0,208,68,lose
20,1,0,0,0,191,44,lose
17,4,0,0,0,220,67,lose
18,0,1,0,0,212,52,win
16,2,1,0,0,242,48,win
17,5,0,0,0,203,47,lose
16,5,1,0,0,250,52,win
9,2,0,1,0,238,61,lose
15,1,0,0,0,236,28,win
15,2,0,0,0,226,60,lose
80,15,0,0,0,204,47,win
15,1,1,0,0,236,64,win
16,2,0,1,0,229,56,lose
52,3,1,1,0,234,71,win
37,3,0,1,0,251,55,win
16,1,1,0,0,221,60,lose
17,3,0,0,0,251,64,lose
33,5,1,0,0,235,53,lose
16,5,1,0,0,207,48,win
18,3,1,0,0,233,72,lose
17,4,0,1,0,244,60,win
38,4,1,0,0,205,44,win
37,5,0,0,0,208,44,lose
13,3,0,0,0,206,55,lose
12,3,0,0,1,250,28,win
17,3,1,0,0,219,33,win
14,4,0,1,0,240,56,win
18,5,0,0,0,229,54,win
16,0,0,1,0,208,59,lose
15,5,0,0,0,230,43,lose
34,0,1,0,0,171,66,lose
19,3,0,1,0,216,65,win
13,3,1,0,0,226,56,win
21,4,0,0,0,225,60,win
16,3,1,0,0,226,63,win
15,2,1,0,0,208,44,win
16,6,0,0,0,216,52,win
20,1,0,0,0,180,36,lose
11,3,0,1,0,246,52,win
14,4,0,1,0,214,52,win
17,2,0,0,0,216,55,win
39,6,1,0,0,205,61,win
22,3,0,1,0,234,47,lose
15,2,1,0,0,221,56,win
17,3,0,0,0,198,60,lose
15,2,1,0,0,238,59,win
13,1,1,0,1,209,68,win
11,2,0,0,0,231,61,win
17,3,0,1,0,177,51,win
105,2,0,0,0,198,56,lose
19,2,0,0,0,190,48,lose
29,1,1,1,0,201,44,win
83,2,0,0,0,225,50,lose
15,0,0,0,0,228,34,lose
16,3,0,0,0,207,30,lose
20,22,0,0,0,164,39,lose
45,18,0,0,0,226,39,lose
21,2,0,0,0,212,37,win
22,2,0,1,0,208,56,lose
16,7,0,1,0,219,45,lose
16,2,1,0,0,237,52,win
25,2,0,1,1,204,44,win
15,3,0,0,0,206,46,lose
15,4,0,0,0,216,58,win
15,2,1,0,0,251,73,win
18,3,0,0,0,203,21,win
16,4,1,0,0,221,52,win
12,3,1,0,0,229,52,win
36,5,0,1,0,236,59,lose
18,2,1,0,0,210,60,win
17,2,0,0,0,240,57,win
17,5,1,0,1,253,56,win
18,6,1,1,0,191,48,lose
12,2,1,0,0,203,55,lose
81,0,0,1,0,251,56,lose
16,3,0,0,0,215,28,lose
14,2,1,0,0,260,49,win
21,4,1,1,0,235,47,win
17,3,0,0,0,233,62,win
16,4,0,1,0,235,48,lose
13,4,1,0,0,219,60,win
17,1,1,0,0,233,60,lose
55,2,1,0,0,229,52,win
31,2,0,0,0,220,43,win
10,3,1,1,0,246,71,lose
17,2,0,1,0,206,45,lose
17,3,1,1,0,209,51,lose
18,4,0,0,0,245,59,lose
16,4,0,0,0,226,46,lose
16,4,0,0,0,174,44,lose
17,0,1,0,0,234,53,win
14,7,0,0,0,231,59,lose
14,3,1,0,0,178,44,lose
17,4,1,0,0,204,47,lose
19,4,1,1,0,227,65,win
18,1,0,0,0,208,52,lose
16,5,1,0,0,231,49,lose
13,4,0,0,0,216,48,lose
43,4,0,0,0,240,64,win
16,3,1,1,0,202,40,win
14,1,0,0,0,205,56,win
82,4,1,1,0,200,52,win
14,0,0,0,0,188,40,win
16,1,0,0,0,162,41,win
15,1,0,1,0,223,45,lose
17,2,1,0,0,233,40,win
15,5,0,0,0,225,64,win
12,2,0,0,0,175,45,lose
19,2,0,0,0,198,43,lose
15,1,1,0,0,241,48,win
15,3,1,0,0,234,35,win
16,1,0,1,0,221,40,win
11,1,1,1,0,208,59,lose
14,4,0,1,0,224,66,win
18,8,0,0,0,199,59,lose
18,2,1,0,0,212,60,win
16,3,1,0,0,220,63,lose
18,5,1,0,0,241,60,win
15,2,0,0,0,225,44,lose
13,3,1,0,0,206,46,win
17,1,1,0,0,235,47,lose
16,5,0,0,0,240,47,win
123,2,0,0,0,235,57,lose
29,0,0,0,0,210,51,lose
18,3,0,0,0,218,33,win
15,2,0,0,0,230,52,lose
16,0,1,0,0,201,40,lose
18,2,0,0,0,198,48,lose
15,1,0,0,0,147,40,lose
105,1,0,1,0,236,56,lose
22,4,0,0,0,201,48,lose
16,3,0,0,0,203,48,lose
18,2,1,1,0,243,56,win
17,5,1,0,0,230,45,win
12,1,0,1,1,231,65,win
18,1,1,0,0,192,46,win
15,3,0,0,0,214,53,lose
14,2,1,0,1,251,54,win
13,14,0,0,0,222,57,win
12,2,1,0,0,188,44,win
24,4,1,1,0,186,62,win
12,2,1,0,0,193,48,lose
20,3,0,0,0,193,44,lose
17,2,1,1,0,203,56,win
16,1,0,0,0,191,51,lose
14,3,0,0,0,228,56,lose
15,2,1,0,0,207,52,lose
14,2,0,0,0,231,46,win
14,2,0,0,0,225,48,win
20,5,1,0,0,225,56,lose
16,2,1,0,0,215,51,lose
18,3,0,0,0,198,54,lose
20,15,1,0,0,190,60,win
13,1,0,0,0,197,50,lose
14,0,0,0,0,201,50,win
15,2,0,0,0,206,71,lose
13,2,0,1,0,197,40,lose
42,5,0,0,0,221,49,win
16,0,0,0,0,190,52,lose
18,4,1,0,0,187,56,win
60,8,0,0,0,209,47,win
9,2,0,0,0,214,70,lose
17,3,1,0,0,233,44,win
23,5,0,0,0,194,50,lose
8,1,1,0,0,180,49,win
70,3,1,0,0,219,40,win
89,3,0,0,0,228,48,lose
22,7,0,0,0,246,48,lose
36,3,1,0,0,195,41,lose
15,5,0,0,0,222,54,lose
14,1,0,0,0,197,32,win
18,2,1,0,0,175,46,win
16,3,0,0,0,200,56,win
17,1,0,0,0,194,52,win
15,3,0,0,0,233,52,win
18,3,0,1,0,210,58,win
12,3,1,1,0,235,43,win
16,1,0,0,0,153,44,lose
14,0,0,0,0,203,43,win
21,3,0,0,0,213,53,lose
94,3,1,0,0,208,48,lose
25,7,1,0,0,235,53,win
19,3,1,0,0,177,36,lose
11,0,0,0,0,174,36,lose
12,5,0,0,0,236,46,lose
11,4,0,0,0,230,40,lose
14,3,0,0,0,232,47,lose
19,3,0,0,0,226,37,win
69,3,1,0,0,231,39,win
15,4,0,0,0,204,36,lose
18,5,0,0,0,251,59,win
17,1,0,1,0,270,51,win
17,0,0,0,0,191,44,lose
11,5,0,0,0,195,39,lose
38,4,0,0,0,228,60,win
18,4,0,0,0,198,46,lose
43,0,0,0,0,197,56,win
15,3,0,0,0,219,56,win
16,8,0,1,0,261,51,win
17,4,1,0,0,207,69,win
17,3,1,0,0,182,34,lose
16,2,0,0,0,206,67,lose
15,5,0,1,0,246,48,win
11,1,0,0,0,212,48,lose
11,1,1,0,0,195,55,lose
34,3,0,0,0,197,67,win
14,4,0,0,0,228,36,lose
13,1,1,0,0,219,52,lose
24,2,0,0,0,220,59,lose
35,0,1,0,0,235,52,lose
16,3,0,0,0,200,38,lose
38,2,0,0,0,149,48,lose
35,3,0,0,0,242,48,lose
16,2,1,0,0,220,56,win
16,4,0,0,0,180,28,lose
14,7,1,0,1,212,60,win
18,1,0,0,0,207,63,win
36,3,0,0,0,242,56,lose
15,2,0,0,0,215,39,lose
13,0,0,0,0,183,48,lose
14,3,0,1,1,215,51,win
15,3,1,1,0,244,60,lose
39,4,0,0,0,232,44,lose
183,2,0,0,0,168,52,win
18,1,0,0,0,214,48,win
17,4,0,1,0,257,57,win
14,3,0,0,0,221,59,lose
34,2,0,0,0,230,39,win
14,1,0,1,1,180,41,win
19,4,0,1,0,181,44,lose
15,0,1,0,0,211,44,win
16,2,0,0,0,199,49,win
17,8,0,0,0,231,55,win
15,3,0,1,0,210,80,win
17,2,0,1,0,224,52,lose
30,5,0,0,0,188,44,lose
24,3,0,0,0,227,40,lose
13,2,0,0,0,244,55,lose
20,4,0,0,0,205,59,lose
12,5,0,1,0,225,36,win
14,4,0,1,0,237,48,lose
13,5,0,0,1,252,56,win
12,1,0,0,0,220,67,lose
46,2,0,0,0,209,36,lose
22,1,0,0,1,220,52,win
14,2,0,0,0,245,56,lose
18,5,0,0,0,224,44,win
15,0,0,0,0,210,70,win
12,2,0,1,0,259,68,win
31,20,1,0,0,192,60,lose
37,2,0,1,0,241,35,win
16,5,0,0,0,218,52,lose
15,4,0,0,0,200,48,win
11,2,0,0,0,211,55,win
16,4,0,1,0,214,36,win
13,4,0,0,0,233,68,win
14,3,1,0,0,188,50,lose
17,3,1,0,0,230,56,win
40,1,0,0,0,221,29,win
18,3,0,1,0,259,63,win
11,2,0,0,0,215,36,win
18,4,1,0,0,236,58,lose
18,3,0,0,0,208,47,win
58,4,1,1,1,244,49,win
15,2,0,0,0,247,56,lose
30,10,1,1,0,237,53,win
18,4,0,0,0,239,44,lose
16,2,0,0,0,263,71,win
15,1,0,1,0,244,52,lose
18,2,1,1,0,213,44,win
14,3,0,0,0,255,66,win
13,0,0,0,0,234,54,lose
17,7,0,0,0,210,63,win
16,4,0,0,0,239,56,win
19,5,0,0,0,199,48,lose
18,2,1,0,0,213,48,lose
10,4,0,0,0,205,44,lose
14,4,1,0,0,218,52,win
18,1,1,0,0,237,45,lose
17,2,0,0,0,229,58,lose
14,0,1,1,0,190,48,win
14,3,0,0,0,250,56,win
18,3,0,0,0,202,44,lose
14,3,0,0,0,237,51,win
17,1,1,0,0,231,44,lose
16,3,0,1,0,187,38,win
15,4,0,0,0,249,51,lose
14,5,0,1,0,234,40,lose
15,1,1,0,0,226,52,lose
16,5,0,0,0,223,43,lose
15,4,0,0,0,201,62,win
14,1,1,0,1,226,42,win
8,3,0,0,0,173,40,lose
12,3,0,0,0,204,52,lose
16,1,0,0,0,183,48,win
16,2,0,0,0,232,76,win
19,7,0,1,0,205,53,lose
22,3,0,0,0,223,39,win
18,4,1,1,0,224,66,lose
21,6,1,0,0,228,52,lose
39,4,1,0,0,261,47,lose
12,2,0,0,0,251,48,lose
13,9,0,1,0,228,44,win
15,2,0,0,0,213,43,lose
23,6,1,0,0,226,53,win
17,6,0,0,0,209,72,win
18,3,0,0,0,191,51,win
38,2,0,0,0,186,49,lose
20,4,1,0,0,229,50,win
76,2,0,0,0,225,48,lose
20,1,0,1,0,220,44,lose
17,4,0,0,0,219,44,win
16,4,0,0,0,238,41,win
13,0,1,0,0,236,55,win
12,9,1,1,0,210,56,win
16,2,0,0,4,220,41,win
12,1,0,0,0,198,52,lose
12,2,0,0,0,259,66,lose
20,4,0,0,0,195,52,lose
20,4,1,0,0,218,48,win
13,3,1,0,0,220,48,win
34,2,1,0,0,200,45,lose
118,2,1,0,0,207,38,lose
38,5,1,0,0,228,69,win
14,3,1,0,0,213,44,win
18,5,1,0,0,210,48,win
19,4,0,0,0,250,55,lose
16,4,1,1,0,209,40,lose
35,3,0,0,0,233,42,lose
15,2,0,1,1,227,48,win
15,4,1,0,0,217,45,win
22,0,1,0,0,237,44,win
16,4,0,0,0,204,64,win
18,2,0,0,0,207,40,win
16,2,0,0,0,178,43,lose
14,2,1,0,0,238,52,win
17,3,0,0,0,231,59,lose
17,2,0,0,0,199,48,lose
41,1,1,0,0,223,47,win
17,3,0,0,0,217,44,lose
18,8,1,0,0,215,58,win
110,3,0,0,0,236,67,win
