WardsPlaced,WardsDestroyed,Dragons,Heralds,TowersDestroyed,TotalMinionsKilled,TotalJungleMinionsKilled,Win
15,1,1,0,0,238,71,1
36,3,0,0,0,210,60,1
19,1,1,1,0,214,41,1
15,0,0,1,0,231,36,1
38,2,0,0,0,205,54,0
15,1,1,0,0,238,60,1
15,2,1,0,1,233,57,1
16,3,1,1,1,229,60,1
39,2,1,0,0,231,70,1
16,4,0,0,0,217,56,0
17,2,1,0,0,229,55,1
42,5,1,0,0,205,42,1
18,5,1,0,0,190,72,0
18,3,0,0,0,224,50,0
81,0,1,0,0,244,52,1
11,4,0,0,0,187,36,0
15,3,0,0,0,216,56,0
16,4,1,0,0,199,36,0
41,1,0,0,0,208,45,1
15,3,0,0,0,218,62,0
17,2,0,0,0,214,52,1
16,4,0,0,0,226,48,0
16,0,0,0,0,215,42,0
16,3,1,1,0,232,44,0
17,0,0,0,0,204,63,0
18,2,0,1,1,215,33,0
14,4,0,0,0,188,59,0
15,1,0,0,0,240,44,0
18,1,0,0,0,171,44,0
15,2,0,1,0,228,49,1
19,0,1,0,0,237,56,1
42,5,1,0,0,209,64,1
35,1,1,0,0,211,64,1
14,4,0,0,0,252,46,1
50,4,0,0,0,200,23,0
33,3,0,0,0,276,61,1
58,1,0,0,0,220,34,1
19,2,1,0,0,237,55,1
16,21,0,0,0,190,43,1
14,13,1,1,0,237,64,1
12,1,1,1,0,213,58,1
17,3,1,0,0,206,48,0
14,3,0,0,0,226,59,0
14,2,0,0,0,190,47,1
20,3,0,0,0,230,60,0
18,1,0,0,0,187,59,0
10,3,0,0,0,247,48,1
15,2,0,0,0,197,47,0
15,3,1,1,0,225,58,1
16,4,1,0,0,235,68,1
42,3,1,0,0,236,48,1
16,6,0,1,0,211,51,1
48,0,0,0,0,214,48,1
16,1,0,0,0,199,40,1
35,2,0,0,0,214,52,1
13,1,0,0,0,185,68,0
31,2,0,0,0,221,65,1
15,1,0,0,0,206,48,0
65,2,1,1,0,236,48,1
15,1,0,0,0,190,46,1
13,1,0,0,0,197,39,1
103,2,0,0,0,219,36,0
16,0,0,0,0,182,52,0
20,5,0,1,0,239,48,0
12,3,1,0,0,184,55,1
16,3,0,0,0,178,36,0
17,6,0,0,0,179,46,1
13,1,0,0,0,193,46,1
15,5,1,0,0,237,43,1
18,4,0,0,0,193,55,0
16,6,1,0,0,225,40,0
12,2,1,0,0,235,48,1
23,3,0,0,0,210,51,1
17,3,0,0,0,205,65,0
17,1,0,0,0,189,46,1
13,0,0,1,0,180,42,0
38,5,0,0,0,232,34,1
15,3,1,1,1,250,57,1
14,2,0,0,0,231,60,0
21,4,1,0,0,225,39,1
41,1,0,0,0,197,48,1
142,4,1,0,0,220,48,0
13,4,0,0,0,229,48,1
24,3,1,0,0,186,60,0
42,3,0,0,0,250,56,1
20,1,0,0,0,171,50,0
16,3,0,0,0,214,35,0
42,2,1,0,0,187,72,0
14,2,0,0,0,197,45,1
16,0,0,0,0,195,52,0
17,3,0,0,0,245,49,0
35,3,1,0,0,229,51,1
29,10,0,1,2,257,40,1
14,2,0,0,0,215,54,1
17,1,0,0,0,237,64,0
14,1,0,0,0,222,56,1
14,0,0,0,0,222,52,0
15,2,1,1,0,226,40,1
16,1,0,0,0,219,38,0
37,4,0,0,0,250,56,1
17,1,1,0,0,197,65,1
38,3,0,0,0,217,36,0
15,3,0,0,0,266,51,1
39,3,0,0,0,217,81,1
14,4,0,0,0,236,46,0
15,1,1,0,0,190,44,1
38,2,1,0,0,209,52,1
17,1,0,0,0,218,44,0
13,0,0,0,0,202,39,0
13,7,0,0,0,195,39,0
15,1,0,0,0,172,57,0
13,2,0,0,0,202,48,0
16,3,1,1,1,226,43,1
17,3,1,0,0,227,56,0
12,2,0,0,0,229,50,1
11,1,1,0,0,215,41,1
11,3,1,0,0,199,38,1
17,3,0,0,0,181,34,1
16,4,0,1,0,233,55,1
42,5,0,0,0,201,45,1
13,2,0,0,0,214,40,0
22,7,1,0,0,202,61,1
24,6,0,0,0,240,52,1
90,7,1,0,0,233,59,1
15,4,0,0,0,215,43,1
15,1,1,0,0,200,62,1
39,3,1,1,0,188,68,1
18,4,1,0,1,253,53,1
21,2,1,1,0,212,42,1
14,1,1,1,1,246,48,1
20,5,1,0,0,194,55,1
15,7,1,0,1,221,52,1
18,3,1,1,0,208,68,1
13,2,0,1,0,183,40,1
12,1,0,0,0,216,56,0
36,7,1,1,0,232,47,1
19,4,1,0,0,186,71,0
17,6,1,0,0,222,52,1
23,4,0,1,0,212,52,1
14,4,0,0,0,208,40,1
35,1,0,0,0,228,44,0
18,2,0,0,0,230,48,0
20,6,0,1,0,216,44,0
18,4,0,0,0,224,36,0
34,18,1,0,0,239,68,1
14,0,0,0,0,229,43,0
14,5,0,1,0,218,39,1
17,3,1,0,1,194,48,0
18,1,0,0,0,195,56,0
20,1,1,0,0,203,68,0
19,3,0,1,0,204,44,0
19,2,0,0,0,220,45,1
14,2,1,0,0,216,52,1
53,1,0,0,0,200,49,0
18,1,0,1,0,215,57,1
14,0,1,0,0,221,55,1
13,2,1,0,0,202,55,0
15,5,0,1,0,241,51,1
16,1,1,0,0,228,43,1
17,7,1,0,0,188,44,1
16,2,0,0,1,200,64,1
14,6,0,0,0,204,56,1
17,4,1,0,0,228,59,0
16,1,1,0,0,211,60,1
18,2,0,0,0,219,43,0
17,1,0,1,0,233,50,1
66,6,1,0,0,189,40,1
16,2,0,0,0,204,28,0
17,1,1,0,0,232,49,1
15,2,0,0,0,202,44,0
14,3,0,0,0,198,41,0
16,0,1,0,0,224,56,0
16,3,0,0,0,204,34,0
16,6,0,0,0,268,60,0
14,0,0,0,0,181,36,0
56,3,1,0,0,215,44,1
12,0,1,0,0,203,43,1
22,5,1,0,0,210,56,1
13,3,1,0,0,227,62,1
14,0,0,0,0,188,44,0
17,3,1,0,0,204,55,1
14,2,1,0,0,200,35,0
37,2,1,0,0,206,71,1
19,2,0,1,0,195,52,1
16,3,0,0,0,201,40,0
16,2,1,1,0,192,32,1
18,3,0,0,0,225,44,1
16,0,0,0,0,181,43,0
16,4,0,0,0,178,50,1
30,3,0,0,0,238,47,1
16,1,0,0,0,222,50,0
16,5,0,0,0,233,48,0
24,2,0,0,0,209,44,0
18,4,1,0,0,206,45,0
16,2,0,0,0,188,39,0
15,4,1,0,0,191,43,0
14,4,1,0,0,253,52,1
16,5,0,1,0,227,56,0
18,3,1,0,0,215,64,1
42,6,0,1,0,257,56,1
16,2,1,1,0,226,64,1
13,3,1,0,0,206,53,0
55,5,0,0,0,194,51,1
55,2,1,0,0,206,56,0
14,1,0,0,0,207,44,0
13,3,0,0,0,210,64,0
31,1,0,1,1,263,52,0
17,5,0,0,0,266,45,0
29,5,0,1,0,206,44,0
14,6,0,0,0,227,44,1
18,2,1,0,0,240,40,1
13,3,0,0,0,235,62,1
19,1,1,0,0,200,55,0
20,5,0,0,0,213,59,1
18,0,0,0,0,204,48,0
20,6,0,0,0,211,60,1
20,3,1,1,0,195,48,1
16,1,0,0,0,228,56,1
14,4,0,1,0,192,44,0
17,2,0,0,0,201,44,0
32,0,0,0,0,241,60,1
18,1,1,0,0,247,50,1
18,1,0,0,0,212,43,0
13,2,1,1,1,252,73,1
17,2,0,1,0,251,64,1
13,1,1,0,0,204,49,1
18,0,0,0,0,269,64,1
22,3,0,0,0,211,49,1
12,1,0,0,0,203,65,1
13,0,0,0,0,123,18,0
17,2,1,0,0,221,40,0
19,3,1,0,0,210,45,0
15,0,0,0,0,184,32,0
30,2,1,0,0,215,42,1
11,2,0,0,0,276,56,1
83,3,0,0,0,212,47,0
40,1,0,0,0,176,43,0
29,0,0,0,0,223,49,0
22,4,1,0,0,256,56,1
16,5,0,1,0,217,52,0
17,1,0,1,1,223,36,1
17,3,1,1,0,229,55,1
12,3,1,0,0,210,83,0
16,2,0,0,0,223,40,0
24,2,1,0,0,239,47,0
15,3,1,1,0,237,59,0
15,2,1,0,0,213,52,1
23,1,1,0,0,201,72,0
24,3,0,0,0,222,53,0
81,5,0,0,0,215,31,1
18,3,0,0,0,225,46,1
17,1,0,0,0,212,59,1
88,2,0,1,0,224,48,0
12,2,0,0,0,236,44,1
51,3,0,1,0,257,40,0
14,2,0,1,0,223,40,1
12,3,1,0,0,187,36,0
13,1,0,0,0,221,51,0
15,1,0,0,0,228,44,0
13,1,0,0,0,248,52,1
20,2,1,0,0,192,53,0
16,6,1,0,0,174,66,1
44,7,1,0,0,226,59,1
19,1,0,0,0,219,57,1
38,3,1,0,0,201,54,1
16,2,1,0,0,212,46,0
14,2,1,0,0,229,49,0
14,2,0,0,0,247,64,1
53,6,0,0,0,244,52,1
14,7,1,0,0,239,64,0
13,3,0,1,1,243,65,0
32,2,1,0,0,197,44,1
105,3,0,0,0,202,63,0
20,3,1,0,0,206,56,1
16,2,1,0,0,185,70,0
18,3,0,0,0,183,52,1
16,3,1,0,0,205,52,1
11,2,0,0,0,203,48,0
15,2,1,1,0,246,56,1
14,2,0,1,0,253,59,0
18,5,0,0,0,200,36,0
14,1,0,0,0,199,37,0
13,2,1,0,0,224,60,1
16,4,0,0,0,228,55,1
18,4,0,0,0,222,44,1
54,4,0,0,0,233,53,1
17,8,0,0,0,206,52,1
16,6,0,0,1,218,36,0
17,0,0,0,0,177,48,0
12,1,1,0,0,238,68,1
15,2,0,0,0,219,64,0
13,3,0,1,1,205,59,0
17,1,1,0,0,228,73,0
13,1,0,0,0,218,48,0
15,0,0,0,0,233,56,0
40,0,1,0,0,202,59,0
14,2,0,0,0,217,51,0
18,2,1,0,0,229,40,0
14,1,0,0,0,230,40,0
16,4,0,1,0,219,63,0
41,1,1,0,0,252,64,1
14,1,0,0,0,205,64,0
66,2,0,0,0,188,56,0
13,2,1,0,0,228,61,1
14,3,1,0,0,210,50,1
17,2,1,0,0,231,44,1
19,2,0,0,0,224,40,0
12,2,0,0,0,203,43,0
14,0,0,0,0,196,48,0
20,4,1,0,0,196,62,1
15,2,0,0,0,189,32,0
19,4,0,0,0,243,43,0
17,3,0,0,0,235,67,1
20,3,1,0,0,176,45,0
15,6,1,1,1,226,52,1
19,5,0,0,0,187,45,0
43,3,1,0,0,213,56,0
17,4,0,0,0,194,37,0
17,2,0,0,0,243,52,1
19,3,0,0,0,219,30,0
16,0,0,0,0,170,47,0
11,2,1,0,0,235,52,1
38,4,1,0,0,238,55,1
18,2,0,0,0,170,44,0
12,4,0,1,2,196,36,1
15,2,0,0,0,218,40,1
23,4,0,0,0,217,52,1
41,2,0,0,0,218,39,0
18,4,0,0,0,237,52,1
16,4,0,0,0,214,38,0
21,2,1,0,0,232,36,1
16,3,1,0,0,223,64,1
20,5,1,0,0,232,47,0
13,3,0,0,0,199,60,0
15,1,1,0,0,217,56,0
25,4,0,1,0,231,52,0
20,3,0,0,0,227,52,0
19,3,0,0,0,199,68,1
30,2,0,1,0,230,64,1
18,1,1,0,1,251,60,1
15,3,1,0,0,209,47,1
14,3,0,0,0,242,35,1
47,1,0,0,0,196,32,1
19,5,0,0,0,233,55,0
17,5,0,0,0,199,48,0
14,2,0,0,0,219,48,0
19,8,1,0,0,211,44,0
28,1,0,1,0,203,52,0
16,5,0,0,0,231,39,1
20,4,1,0,0,164,37,0
14,7,0,1,0,250,51,1
19,3,0,0,0,207,45,0
18,1,0,0,0,217,52,0
11,2,0,1,0,239,56,1
58,3,1,0,0,185,57,1
20,5,0,0,0,225,44,1
17,3,0,0,0,213,40,0
18,4,1,0,0,216,49,1
15,2,0,0,0,220,60,1
38,3,1,1,1,222,51,1
17,2,0,0,0,177,37,0
18,2,0,1,0,160,56,0
14,3,0,0,0,262,56,0
16,3,0,0,0,247,47,1
11,2,0,0,0,225,48,1
15,2,1,0,0,205,38,0
38,3,0,0,0,208,68,0
20,1,0,0,0,191,44,0
17,4,0,0,0,220,67,0
18,0,1,0,0,212,52,1
16,2,1,0,0,242,48,1
17,5,0,0,0,203,47,0
16,5,1,0,0,250,52,1
9,2,0,1,0,238,61,0
15,1,0,0,0,236,28,1
15,2,0,0,0,226,60,0
80,15,0,0,0,204,47,1
15,1,1,0,0,236,64,1
16,2,0,1,0,229,56,0
52,3,1,1,0,234,71,1
37,3,0,1,0,251,55,1
16,1,1,0,0,221,60,0
17,3,0,0,0,251,64,0
33,5,1,0,0,235,53,0
16,5,1,0,0,207,48,1
18,3,1,0,0,233,72,0
17,4,0,1,0,244,60,1
38,4,1,0,0,205,44,1
37,5,0,0,0,208,44,0
13,3,0,0,0,206,55,0
12,3,0,0,1,250,28,1
17,3,1,0,0,219,33,1
14,4,0,1,0,240,56,1
18,5,0,0,0,229,54,1
16,0,0,1,0,208,59,0
15,5,0,0,0,230,43,0
34,0,1,0,0,171,66,0
19,3,0,1,0,216,65,1
13,3,1,0,0,226,56,1
21,4,0,0,0,225,60,1
16,3,1,0,0,226,63,1
15,2,1,0,0,208,44,1
16,6,0,0,0,216,52,1
20,1,0,0,0,180,36,0
11,3,0,1,0,246,52,1
14,4,0,1,0,214,52,1
17,2,0,0,0,216,55,1
39,6,1,0,0,205,61,1
22,3,0,1,0,234,47,0
15,2,1,0,0,221,56,1
17,3,0,0,0,198,60,0
15,2,1,0,0,238,59,1
13,1,1,0,1,209,68,1
11,2,0,0,0,231,61,1
17,3,0,1,0,177,51,1
105,2,0,0,0,198,56,0
19,2,0,0,0,190,48,0
29,1,1,1,0,201,44,1
83,2,0,0,0,225,50,0
15,0,0,0,0,228,34,0
16,3,0,0,0,207,30,0
20,22,0,0,0,164,39,0
45,18,0,0,0,226,39,0
21,2,0,0,0,212,37,1
22,2,0,1,0,208,56,0
16,7,0,1,0,219,45,0
16,2,1,0,0,237,52,1
25,2,0,1,1,204,44,1
15,3,0,0,0,206,46,0
15,4,0,0,0,216,58,1
15,2,1,0,0,251,73,1
18,3,0,0,0,203,21,1
16,4,1,0,0,221,52,1
12,3,1,0,0,229,52,1
36,5,0,1,0,236,59,0
18,2,1,0,0,210,60,1
17,2,0,0,0,240,57,1
17,5,1,0,1,253,56,1
18,6,1,1,0,191,48,0
12,2,1,0,0,203,55,0
81,0,0,1,0,251,56,0
16,3,0,0,0,215,28,0
14,2,1,0,0,260,49,1
21,4,1,1,0,235,47,1
17,3,0,0,0,233,62,1
16,4,0,1,0,235,48,0
13,4,1,0,0,219,60,1
17,1,1,0,0,233,60,0
55,2,1,0,0,229,52,1
31,2,0,0,0,220,43,1
10,3,1,1,0,246,71,0
17,2,0,1,0,206,45,0
17,3,1,1,0,209,51,0
18,4,0,0,0,245,59,0
16,4,0,0,0,226,46,0
16,4,0,0,0,174,44,0
17,0,1,0,0,234,53,1
14,7,0,0,0,231,59,0
14,3,1,0,0,178,44,0
17,4,1,0,0,204,47,0
19,4,1,1,0,227,65,1
18,1,0,0,0,208,52,0
16,5,1,0,0,231,49,0
13,4,0,0,0,216,48,0
43,4,0,0,0,240,64,1
16,3,1,1,0,202,40,1
14,1,0,0,0,205,56,1
82,4,1,1,0,200,52,1
14,0,0,0,0,188,40,1
16,1,0,0,0,162,41,1
15,1,0,1,0,223,45,0
17,2,1,0,0,233,40,1
15,5,0,0,0,225,64,1
12,2,0,0,0,175,45,0
19,2,0,0,0,198,43,0
15,1,1,0,0,241,48,1
15,3,1,0,0,234,35,1
16,1,0,1,0,221,40,1
11,1,1,1,0,208,59,0
14,4,0,1,0,224,66,1
18,8,0,0,0,199,59,0
18,2,1,0,0,212,60,1
16,3,1,0,0,220,63,0
18,5,1,0,0,241,60,1
15,2,0,0,0,225,44,0
13,3,1,0,0,206,46,1
17,1,1,0,0,235,47,0
16,5,0,0,0,240,47,1
123,2,0,0,0,235,57,0
29,0,0,0,0,210,51,0
18,3,0,0,0,218,33,1
15,2,0,0,0,230,52,0
16,0,1,0,0,201,40,0
18,2,0,0,0,198,48,0
15,1,0,0,0,147,40,0
105,1,0,1,0,236,56,0
22,4,0,0,0,201,48,0
16,3,0,0,0,203,48,0
18,2,1,1,0,243,56,1
17,5,1,0,0,230,45,1
12,1,0,1,1,231,65,1
18,1,1,0,0,192,46,1
15,3,0,0,0,214,53,0
14,2,1,0,1,251,54,1
13,14,0,0,0,222,57,1
12,2,1,0,0,188,44,1
24,4,1,1,0,186,62,1
12,2,1,0,0,193,48,0
20,3,0,0,0,193,44,0
17,2,1,1,0,203,56,1
16,1,0,0,0,191,51,0
14,3,0,0,0,228,56,0
15,2,1,0,0,207,52,0
14,2,0,0,0,231,46,1
14,2,0,0,0,225,48,1
20,5,1,0,0,225,56,0
16,2,1,0,0,215,51,0
18,3,0,0,0,198,54,0
20,15,1,0,0,190,60,1
13,1,0,0,0,197,50,0
14,0,0,0,0,201,50,1
15,2,0,0,0,206,71,0
13,2,0,1,0,197,40,0
42,5,0,0,0,221,49,1
16,0,0,0,0,190,52,0
18,4,1,0,0,187,56,1
60,8,0,0,0,209,47,1
9,2,0,0,0,214,70,0
17,3,1,0,0,233,44,1
23,5,0,0,0,194,50,0
8,1,1,0,0,180,49,1
70,3,1,0,0,219,40,1
89,3,0,0,0,228,48,0
22,7,0,0,0,246,48,0
36,3,1,0,0,195,41,0
15,5,0,0,0,222,54,0
14,1,0,0,0,197,32,1
18,2,1,0,0,175,46,1
16,3,0,0,0,200,56,1
17,1,0,0,0,194,52,1
15,3,0,0,0,233,52,1
18,3,0,1,0,210,58,1
12,3,1,1,0,235,43,1
16,1,0,0,0,153,44,0
14,0,0,0,0,203,43,1
21,3,0,0,0,213,53,0
94,3,1,0,0,208,48,0
25,7,1,0,0,235,53,1
19,3,1,0,0,177,36,0
11,0,0,0,0,174,36,0
12,5,0,0,0,236,46,0
11,4,0,0,0,230,40,0
14,3,0,0,0,232,47,0
19,3,0,0,0,226,37,1
69,3,1,0,0,231,39,1
15,4,0,0,0,204,36,0
18,5,0,0,0,251,59,1
17,1,0,1,0,270,51,1
17,0,0,0,0,191,44,0
11,5,0,0,0,195,39,0
38,4,0,0,0,228,60,1
18,4,0,0,0,198,46,0
43,0,0,0,0,197,56,1
15,3,0,0,0,219,56,1
16,8,0,1,0,261,51,1
17,4,1,0,0,207,69,1
17,3,1,0,0,182,34,0
16,2,0,0,0,206,67,0
15,5,0,1,0,246,48,1
11,1,0,0,0,212,48,0
11,1,1,0,0,195,55,0
34,3,0,0,0,197,67,1
14,4,0,0,0,228,36,0
13,1,1,0,0,219,52,0
24,2,0,0,0,220,59,0
35,0,1,0,0,235,52,0
16,3,0,0,0,200,38,0
38,2,0,0,0,149,48,0
35,3,0,0,0,242,48,0
16,2,1,0,0,220,56,1
16,4,0,0,0,180,28,0
14,7,1,0,1,212,60,1
18,1,0,0,0,207,63,1
36,3,0,0,0,242,56,0
15,2,0,0,0,215,39,0
13,0,0,0,0,183,48,0
14,3,0,1,1,215,51,1
15,3,1,1,0,244,60,0
39,4,0,0,0,232,44,0
183,2,0,0,0,168,52,1
18,1,0,0,0,214,48,1
17,4,0,1,0,257,57,1
14,3,0,0,0,221,59,0
34,2,0,0,0,230,39,1
14,1,0,1,1,180,41,1
19,4,0,1,0,181,44,0
15,0,1,0,0,211,44,1
16,2,0,0,0,199,49,1
17,8,0,0,0,231,55,1
15,3,0,1,0,210,80,1
17,2,0,1,0,224,52,0
30,5,0,0,0,188,44,0
24,3,0,0,0,227,40,0
13,2,0,0,0,244,55,0
20,4,0,0,0,205,59,0
12,5,0,1,0,225,36,1
14,4,0,1,0,237,48,0
13,5,0,0,1,252,56,1
12,1,0,0,0,220,67,0
46,2,0,0,0,209,36,0
22,1,0,0,1,220,52,1
14,2,0,0,0,245,56,0
18,5,0,0,0,224,44,1
15,0,0,0,0,210,70,1
12,2,0,1,0,259,68,1
31,20,1,0,0,192,60,0
37,2,0,1,0,241,35,1
16,5,0,0,0,218,52,0
15,4,0,0,0,200,48,1
11,2,0,0,0,211,55,1
16,4,0,1,0,214,36,1
13,4,0,0,0,233,68,1
14,3,1,0,0,188,50,0
17,3,1,0,0,230,56,1
40,1,0,0,0,221,29,1
18,3,0,1,0,259,63,1
11,2,0,0,0,215,36,1
18,4,1,0,0,236,58,0
18,3,0,0,0,208,47,1
58,4,1,1,1,244,49,1
15,2,0,0,0,247,56,0
30,10,1,1,0,237,53,1
18,4,0,0,0,239,44,0
16,2,0,0,0,263,71,1
15,1,0,1,0,244,52,0
18,2,1,1,0,213,44,1
14,3,0,0,0,255,66,1
13,0,0,0,0,234,54,0
17,7,0,0,0,210,63,1
16,4,0,0,0,239,56,1
19,5,0,0,0,199,48,0
18,2,1,0,0,213,48,0
10,4,0,0,0,205,44,0
14,4,1,0,0,218,52,1
18,1,1,0,0,237,45,0
17,2,0,0,0,229,58,0
14,0,1,1,0,190,48,1
14,3,0,0,0,250,56,1
18,3,0,0,0,202,44,0
14,3,0,0,0,237,51,1
17,1,1,0,0,231,44,0
16,3,0,1,0,187,38,1
15,4,0,0,0,249,51,0
14,5,0,1,0,234,40,0
15,1,1,0,0,226,52,0
16,5,0,0,0,223,43,0
15,4,0,0,0,201,62,1
14,1,1,0,1,226,42,1
8,3,0,0,0,173,40,0
12,3,0,0,0,204,52,0
16,1,0,0,0,183,48,1
16,2,0,0,0,232,76,1
19,7,0,1,0,205,53,0
22,3,0,0,0,223,39,1
18,4,1,1,0,224,66,0
21,6,1,0,0,228,52,0
39,4,1,0,0,261,47,0
12,2,0,0,0,251,48,0
13,9,0,1,0,228,44,1
15,2,0,0,0,213,43,0
23,6,1,0,0,226,53,1
17,6,0,0,0,209,72,1
18,3,0,0,0,191,51,1
38,2,0,0,0,186,49,0
20,4,1,0,0,229,50,1
76,2,0,0,0,225,48,0
20,1,0,1,0,220,44,0
17,4,0,0,0,219,44,1
16,4,0,0,0,238,41,1
13,0,1,0,0,236,55,1
12,9,1,1,0,210,56,1
16,2,0,0,4,220,41,1
12,1,0,0,0,198,52,0
12,2,0,0,0,259,66,0
20,4,0,0,0,195,52,0
20,4,1,0,0,218,48,1
13,3,1,0,0,220,48,1
34,2,1,0,0,200,45,0
118,2,1,0,0,207,38,0
38,5,1,0,0,228,69,1
14,3,1,0,0,213,44,1
18,5,1,0,0,210,48,1
19,4,0,0,0,250,55,0
16,4,1,1,0,209,40,0
35,3,0,0,0,233,42,0
15,2,0,1,1,227,48,1
15,4,1,0,0,217,45,1
22,0,1,0,0,237,44,1
16,4,0,0,0,204,64,1
18,2,0,0,0,207,40,1
16,2,0,0,0,178,43,0
14,2,1,0,0,238,52,1
17,3,0,0,0,231,59,0
17,2,0,0,0,199,48,0
41,1,1,0,0,223,47,1
17,3,0,0,0,217,44,0
18,8,1,0,0,215,58,1
110,3,0,0,0,236,67,1
34,3,0,0,0,246,64,0
14,1,1,0,0,238,48,1
17,4,0,0,0,210,44,0
24,2,0,0,0,237,48,1
19,4,1,0,0,205,48,1
16,2,1,0,0,207,36,1
18,4,1,0,0,241,58,1
18,2,0,0,0,218,40,1
15,2,1,0,0,235,45,1
14,0,0,0,0,205,68,0
19,2,1,0,0,172,25,0
15,1,1,0,0,193,59,1
16,3,1,0,0,234,44,1
16,1,1,0,0,224,43,1
34,2,0,1,0,253,69,1
14,2,0,1,0,182,36,0
15,1,1,0,0,211,60,1
21,5,0,0,0,253,36,0
15,2,1,1,0,256,67,1
13,4,1,0,0,182,45,1
14,2,0,1,0,213,62,0
12,6,0,0,0,219,40,1
15,4,0,0,0,235,40,1
19,2,0,0,0,201,46,1
15,1,1,0,0,220,60,0
14,0,0,0,0,192,50,0
73,0,0,0,0,216,41,1
16,6,1,0,0,200,47,0
14,1,0,0,0,221,52,0
16,2,1,0,0,171,42,0
15,4,0,0,0,224,63,0
19,4,0,0,0,212,76,0
17,1,1,0,1,245,56,1
14,3,0,0,0,228,65,0
19,2,1,0,0,226,44,1
22,3,1,0,0,218,47,0
15,3,1,0,0,205,51,1
12,2,1,0,0,232,51,1
15,2,1,0,0,210,80,1
19,2,0,0,1,205,23,1
40,1,0,0,0,207,55,0
13,27,0,0,0,239,41,0
16,0,0,0,0,211,52,0
15,2,1,1,0,223,48,1
25,2,1,1,0,222,68,1
20,5,1,0,0,260,43,1
13,1,1,1,0,214,82,1
19,6,1,0,0,234,59,1
15,1,0,0,0,195,48,0
27,2,0,0,0,218,44,0
13,3,0,0,0,238,36,1
17,0,0,1,0,202,49,1
63,2,1,0,0,217,53,1
15,4,0,0,0,232,48,1
16,0,0,0,0,235,42,0
45,2,0,0,0,215,63,1
14,0,0,0,0,208,43,0
17,5,1,0,0,257,39,1
16,4,1,0,1,192,44,1
13,3,0,0,0,206,59,0
21,4,1,0,0,191,36,0
14,2,0,0,0,191,36,0
11,1,0,0,0,177,56,0
21,4,1,0,0,231,48,1
16,3,0,0,0,249,50,0
19,3,0,0,0,252,52,1
15,1,0,0,1,217,45,1
14,0,0,0,0,201,50,0
11,5,0,0,0,227,55,1
20,5,1,1,0,247,56,1
25,2,0,0,0,189,56,1
16,3,0,0,0,186,50,0
21,3,1,1,0,217,44,0
23,1,0,0,0,195,42,0
17,1,1,0,0,220,48,0
13,0,0,1,0,190,55,1
15,1,0,0,0,196,41,0
16,1,0,0,0,242,43,0
15,1,1,1,0,232,58,0
19,4,1,0,0,238,46,1
36,1,0,0,0,214,52,0
12,0,0,0,0,188,52,0
73,3,0,0,0,183,42,0
20,5,0,0,1,212,26,1
16,2,0,0,0,209,51,0
18,3,0,0,0,168,25,0
40,3,1,1,0,203,49,0
16,6,1,0,0,191,65,1
56,2,1,0,0,239,42,1
15,2,1,0,0,243,69,1
17,2,0,0,0,227,51,1
13,4,1,0,0,204,81,0
19,1,0,0,0,235,61,1
9,2,0,0,0,208,49,1
41,5,0,0,0,239,44,0
17,2,0,1,0,230,44,1
20,5,1,1,0,198,68,0
14,4,0,0,0,163,40,1
13,2,0,0,0,213,53,0
16,3,0,0,0,253,48,0
18,3,0,0,0,204,43,0
15,3,0,0,0,206,55,1
18,6,0,1,0,194,48,0
11,2,1,1,1,253,68,1
8,2,1,0,0,206,56,1
14,2,0,0,0,230,52,0
90,8,0,1,0,223,40,0
37,3,1,0,0,233,63,1
18,2,0,0,0,157,64,0
17,3,1,0,0,250,62,1
21,2,0,0,0,232,38,0
13,2,0,0,0,211,45,1
36,2,0,0,0,220,52,0
13,3,0,0,0,228,45,0
17,3,1,0,0,199,46,1
20,5,0,1,0,222,68,1
17,5,0,0,0,186,36,0
15,2,0,0,0,184,43,0
19,3,1,1,0,218,61,1
17,3,0,0,0,237,53,0
17,3,0,0,0,241,45,1
11,3,1,0,0,209,43,1
14,2,0,1,1,203,45,0
14,2,1,0,0,254,64,0
17,0,0,0,0,252,66,1
35,1,1,0,0,236,52,1
14,0,1,0,0,272,51,0
13,2,1,0,0,249,55,1
19,5,1,0,0,220,52,1
13,2,0,1,0,233,61,0
43,4,0,1,0,223,44,1
15,2,1,0,0,232,57,1
19,4,0,1,0,182,52,0
13,1,0,0,0,216,32,1
19,2,0,0,0,227,42,0
20,1,0,0,0,257,66,1
17,4,1,0,0,265,56,0
30,0,0,1,1,228,76,0
44,3,1,0,0,234,57,0
20,4,1,1,0,207,48,1
15,2,0,0,0,251,42,0
12,3,0,0,0,192,31,0
15,1,0,0,0,208,41,1
10,0,1,0,0,219,59,1
14,1,0,0,0,219,36,1
15,1,0,0,0,185,32,0
16,3,0,0,0,204,59,1
16,6,0,1,0,236,43,1
13,1,0,0,0,206,62,0
16,3,0,0,0,213,51,1
19,4,1,0,0,243,45,0
16,3,0,1,0,247,52,1
15,1,0,1,0,204,48,0
17,1,1,1,0,218,56,1
15,1,0,0,0,198,60,0
13,1,0,0,0,167,55,0
18,2,1,0,0,263,40,1
19,4,0,0,0,211,44,0
17,5,0,0,0,236,32,1
18,0,0,1,0,215,52,0
5,1,0,0,0,191,52,1
16,3,1,0,0,231,52,1
16,3,0,0,0,252,53,0
